tripduration,day,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
958,1/29/16,1/29/16 14:53,1/29/16 15:09,3132,E 59 St & Madison Ave,40.76350532,-73.97109243,3177,W 84 St & Broadway,40.7867947,-73.977112,14791,Subscriber,1958,1
1921,1/29/16,1/29/16 14:54,1/29/16 15:26,441,E 52 St & 2 Ave,40.756014,-73.967416,3143,5 Ave & E 78 St,40.77682863,-73.96388769,15530,Customer,,0
807,1/29/16,1/29/16 14:55,1/29/16 15:09,301,E 2 St & Avenue B,40.72217444,-73.98368779,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,15428,Subscriber,1993,1
381,1/29/16,1/29/16 14:59,1/29/16 15:06,263,Elizabeth St & Hester St,40.71729,-73.996375,311,Norfolk St & Broome St,40.7172274,-73.98802084,21171,Subscriber,1973,1
356,1/29/16,1/29/16 15:00,1/29/16 15:06,520,W 52 St & 5 Ave,40.75992262,-73.97648516,485,W 37 St & 5 Ave,40.75038009,-73.98338988,15400,Subscriber,1982,1
704,1/29/16,1/29/16 15:04,1/29/16 15:16,314,Cadman Plaza West & Montague St,40.69383,-73.990539,395,Bond St & Schermerhorn St,40.68807003,-73.98410637,19530,Subscriber,1974,2
240,1/29/16,1/29/16 15:05,1/29/16 15:09,525,W 34 St & 11 Ave,40.75594159,-74.0021163,490,8 Ave & W 33 St,40.751551,-73.993934,18397,Subscriber,1962,1
156,1/29/16,1/29/16 15:05,1/29/16 15:08,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,3093,N 6 St & Bedford Ave,40.71745169,-73.95850939,17112,Subscriber,1990,1
554,1/29/16,1/29/16 15:06,1/29/16 15:16,377,6 Ave & Canal St,40.72243797,-74.00566443,253,W 13 St & 5 Ave,40.73543934,-73.99453948,23020,Subscriber,1964,1
245,1/29/16,1/29/16 15:12,1/29/16 15:16,412,Forsyth St & Canal St,40.7158155,-73.99422366,340,Madison St & Clinton St,40.71269042,-73.98776323,23357,Subscriber,1972,1
6499,1/29/16,1/29/16 15:13,1/29/16 17:01,3083,Bushwick Ave & Powers St,40.71247661,-73.94100005,3083,Bushwick Ave & Powers St,40.71247661,-73.94100005,22219,Subscriber,1977,1
762,1/29/16,1/29/16 15:15,1/29/16 15:28,137,E 56 St & Madison Ave,40.761628,-73.972924,529,W 42 St & 8 Ave,40.7575699,-73.99098507,16278,Subscriber,1958,1
654,1/29/16,1/29/16 15:22,1/29/16 15:33,493,W 45 St & 6 Ave,40.7568001,-73.98291153,489,10 Ave & W 28 St,40.75066386,-74.00176802,23236,Subscriber,1981,1
153,1/29/16,1/29/16 15:23,1/29/16 15:26,427,Bus Slip & State St,40.701907,-74.013942,2008,Little West St & 1 Pl,40.70569254,-74.01677685,23486,Subscriber,1982,1
474,1/29/16,1/29/16 15:23,1/29/16 15:31,257,Lispenard St & Broadway,40.71939226,-74.00247214,375,Mercer St & Bleecker St,40.72679454,-73.99695094,21963,Subscriber,1968,1
1857,1/29/16,1/29/16 15:30,1/29/16 16:01,533,Broadway & W 39 St,40.75299641,-73.98721619,442,W 27 St & 7 Ave,40.746647,-73.993915,22857,Subscriber,1948,1
475,1/29/16,1/29/16 15:30,1/29/16 15:38,519,Pershing Square North,40.751873,-73.977706,536,1 Ave & E 30 St,40.74144387,-73.97536082,20710,Subscriber,1952,1
1304,1/29/16,1/29/16 15:38,1/29/16 16:00,368,Carmine St & 6 Ave,40.73038599,-74.00214988,430,York St & Jay St,40.7014851,-73.98656928,23046,Subscriber,1967,1
554,1/29/16,1/29/16 15:39,1/29/16 15:49,485,W 37 St & 5 Ave,40.75038009,-73.98338988,2012,E 27 St & 1 Ave,40.739445,-73.976806,19111,Subscriber,1977,2
1458,1/29/16,1/29/16 15:45,1/29/16 16:09,248,Laight St & Hudson St,40.72185379,-74.00771779,2009,Catherine St & Monroe St,40.71117444,-73.99682619,18264,Customer,,0
386,1/29/16,1/29/16 15:55,1/29/16 16:02,72,W 52 St & 11 Ave,40.76727216,-73.99392888,457,Broadway & W 58 St,40.76695317,-73.98169333,19770,Subscriber,1984,1
296,1/29/16,1/29/16 15:57,1/29/16 16:02,3235,E 41 St & Madison Ave,40.75216528,-73.97992194,546,E 30 St & Park Ave S,40.74444921,-73.98303529,23323,Subscriber,1982,1
250,1/29/16,1/29/16 15:59,1/29/16 16:03,540,Lexington Ave & E 29 St,40.74311555,-73.98215353,402,Broadway & E 22 St,40.7403432,-73.98955109,14915,Subscriber,1989,1
656,1/29/16,1/29/16 16:04,1/29/16 16:15,137,E 56 St & Madison Ave,40.761628,-73.972924,477,W 41 St & 8 Ave,40.75640548,-73.9900262,24156,Subscriber,1980,1
800,1/29/16,1/29/16 16:04,1/29/16 16:18,466,W 25 St & 6 Ave,40.74395411,-73.99144871,501,FDR Drive & E 35 St,40.744219,-73.97121214,24272,Subscriber,1975,1
728,1/29/16,1/29/16 16:04,1/29/16 16:16,515,W 43 St & 10 Ave,40.76009437,-73.99461843,2023,E 55 St & Lexington Ave,40.75968085,-73.97031366,24073,Subscriber,1960,1
1103,1/29/16,1/29/16 16:08,1/29/16 16:26,516,E 47 St & 1 Ave,40.75206862,-73.96784384,435,W 21 St & 6 Ave,40.74173969,-73.99415556,23772,Subscriber,1965,1
774,1/29/16,1/29/16 16:11,1/29/16 16:24,510,W 51 St & 6 Ave,40.7606597,-73.98042047,501,FDR Drive & E 35 St,40.744219,-73.97121214,19452,Subscriber,1969,1
274,1/29/16,1/29/16 16:12,1/29/16 16:17,293,Lafayette St & E 8 St,40.73028666,-73.9907647,445,E 10 St & Avenue A,40.72740794,-73.98142006,18734,Subscriber,1994,1
839,1/29/16,1/29/16 16:13,1/29/16 16:27,237,E 11 St & 2 Ave,40.73047309,-73.98672378,517,Pershing Square South,40.751581,-73.97791,24055,Subscriber,1963,1
334,1/29/16,1/29/16 16:16,1/29/16 16:21,444,Broadway & W 24 St,40.7423543,-73.98915076,526,E 33 St & 5 Ave,40.74765947,-73.98490707,15761,Subscriber,1964,1
1028,1/29/16,1/29/16 16:18,1/29/16 16:35,474,5 Ave & E 29 St,40.7451677,-73.98683077,317,E 6 St & Avenue B,40.72453734,-73.98185424,23571,Subscriber,1989,2
499,1/29/16,1/29/16 16:21,1/29/16 16:30,491,E 24 St & Park Ave S,40.74096374,-73.98602213,379,W 31 St & 7 Ave,40.749156,-73.9916,21447,Subscriber,1966,1
1571,1/29/16,1/29/16 16:22,1/29/16 16:48,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,265,Stanton St & Chrystie St,40.72229346,-73.99147535,22469,Subscriber,1995,2
242,1/29/16,1/29/16 16:23,1/29/16 16:27,450,W 49 St & 8 Ave,40.76227205,-73.98788205,515,W 43 St & 10 Ave,40.76009437,-73.99461843,16379,Subscriber,1983,1
632,1/29/16,1/29/16 16:23,1/29/16 16:34,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,545,E 23 St & 1 Ave,40.736502,-73.97809472,22692,Subscriber,1975,1
415,1/29/16,1/29/16 16:33,1/29/16 16:40,228,E 48 St & 3 Ave,40.7546011,-73.97187886,3243,E 58 St & 1 Ave,40.75892386,-73.96226227,19318,Subscriber,1972,1
540,1/29/16,1/29/16 16:40,1/29/16 16:49,408,Market St & Cherry St,40.71076228,-73.99400398,408,Market St & Cherry St,40.71076228,-73.99400398,18476,Subscriber,1990,1
582,1/29/16,1/29/16 16:42,1/29/16 16:51,495,W 47 St & 10 Ave,40.76269882,-73.99301222,490,8 Ave & W 33 St,40.751551,-73.993934,14974,Subscriber,1990,1
887,1/29/16,1/29/16 16:45,1/29/16 17:00,499,Broadway & W 60 St,40.76915505,-73.98191841,3162,W 78 St & Broadway,40.78339981,-73.98093133,19281,Subscriber,1991,1
1024,1/29/16,1/29/16 16:46,1/29/16 17:03,497,E 17 St & Broadway,40.73704984,-73.99009296,515,W 43 St & 10 Ave,40.76009437,-73.99461843,21210,Subscriber,1963,1
405,1/29/16,1/29/16 16:46,1/29/16 16:52,490,8 Ave & W 33 St,40.751551,-73.993934,519,Pershing Square North,40.751873,-73.977706,22079,Subscriber,1975,1
491,1/29/16,1/29/16 16:46,1/29/16 16:54,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,3071,Boerum St & Broadway,40.70538077,-73.94976519,18068,Subscriber,1982,2
824,1/29/16,1/29/16 16:46,1/29/16 17:00,511,E 14 St & Avenue B,40.72938685,-73.97772429,435,W 21 St & 6 Ave,40.74173969,-73.99415556,18192,Subscriber,1988,2
300,1/29/16,1/29/16 16:39,1/29/16 16:44,453,W 22 St & 8 Ave,40.74475148,-73.99915362,212,W 16 St & The High Line,40.74334935,-74.00681753,20331,Subscriber,1979,1
174,1/29/16,1/29/16 16:48,1/29/16 16:51,428,E 3 St & 1 Ave,40.72467721,-73.98783413,393,E 5 St & Avenue C,40.72299208,-73.97995466,21200,Subscriber,1987,1
575,1/29/16,1/29/16 16:48,1/29/16 16:58,490,8 Ave & W 33 St,40.751551,-73.993934,461,E 20 St & 2 Ave,40.73587678,-73.98205027,22983,Subscriber,1986,1
344,1/29/16,1/29/16 16:49,1/29/16 16:55,351,Front St & Maiden Ln,40.70530954,-74.00612572,417,Barclay St & Church St,40.71291224,-74.01020234,21488,Subscriber,1977,1
341,1/29/16,1/29/16 16:58,1/29/16 17:04,195,Liberty St & Broadway,40.70905623,-74.01043382,146,Hudson St & Reade St,40.71625008,-74.0091059,15215,Subscriber,1980,1
752,1/29/16,1/29/16 16:58,1/29/16 17:11,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,15170,Subscriber,1991,1
234,1/29/16,1/29/16 17:00,1/29/16 17:04,3078,Broadway & Roebling St,40.70925562,-73.95982218,471,Grand St & Havemeyer St,40.71286844,-73.95698119,23676,Subscriber,1974,1
472,1/29/16,1/29/16 17:02,1/29/16 17:10,127,Barrow St & Hudson St,40.73172428,-74.00674436,382,University Pl & E 14 St,40.73492695,-73.99200509,23654,Subscriber,1979,2
645,1/29/16,1/29/16 17:03,1/29/16 17:14,285,Broadway & E 14 St,40.73454567,-73.99074142,428,E 3 St & 1 Ave,40.72467721,-73.98783413,19729,Subscriber,1966,2
1020,1/29/16,1/29/16 17:03,1/29/16 17:20,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,335,Washington Pl & Broadway,40.72903917,-73.99404649,23492,Subscriber,1987,1
495,1/29/16,1/29/16 17:04,1/29/16 17:12,259,South St & Whitehall St,40.70122128,-74.01234218,2009,Catherine St & Monroe St,40.71117444,-73.99682619,24170,Subscriber,1982,1
856,1/29/16,1/29/16 17:07,1/29/16 17:22,444,Broadway & W 24 St,40.7423543,-73.98915076,335,Washington Pl & Broadway,40.72903917,-73.99404649,22857,Subscriber,1988,2
701,1/29/16,1/29/16 17:08,1/29/16 17:19,359,E 47 St & Park Ave,40.75510267,-73.97498696,3142,1 Ave & E 62 St,40.7612274,-73.96094022,22724,Subscriber,1985,1
993,1/29/16,1/29/16 17:10,1/29/16 17:27,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,436,Hancock St & Bedford Ave,40.68216564,-73.95399026,24309,Subscriber,1971,1
718,1/29/16,1/29/16 17:13,1/29/16 17:25,358,Christopher St & Greenwich St,40.73291553,-74.00711384,519,Pershing Square North,40.751873,-73.977706,23518,Subscriber,1972,1
743,1/29/16,1/29/16 17:15,1/29/16 17:28,3119,Vernon Blvd & 50 Ave,40.74232744,-73.95411749,3108,Nassau Ave & Russell St,40.72557,-73.94434,22874,Subscriber,1990,1
711,1/29/16,1/29/16 17:16,1/29/16 17:27,511,E 14 St & Avenue B,40.72938685,-73.97772429,400,Pitt St & Stanton St,40.71926081,-73.98178024,23284,Subscriber,1983,1
457,1/29/16,1/29/16 17:17,1/29/16 17:24,458,11 Ave & W 27 St,40.751396,-74.005226,446,W 24 St & 7 Ave,40.74487634,-73.99529885,21169,Subscriber,1966,1
400,1/29/16,1/29/16 17:17,1/29/16 17:24,476,E 31 St & 3 Ave,40.74394314,-73.97966069,505,6 Ave & W 33 St,40.74901271,-73.98848395,17747,Subscriber,1971,1
524,1/29/16,1/29/16 17:18,1/29/16 17:27,498,Broadway & W 32 St,40.74854862,-73.98808416,494,W 26 St & 8 Ave,40.74734825,-73.99723551,19905,Subscriber,1977,1
583,1/29/16,1/29/16 17:19,1/29/16 17:29,519,Pershing Square North,40.751873,-73.977706,379,W 31 St & 7 Ave,40.749156,-73.9916,18127,Subscriber,1954,1
874,1/29/16,1/29/16 17:22,1/29/16 17:36,358,Christopher St & Greenwich St,40.73291553,-74.00711384,461,E 20 St & 2 Ave,40.73587678,-73.98205027,22143,Subscriber,1989,2
1833,1/29/16,1/29/16 17:23,1/29/16 17:54,3129,Queens Plaza North & Crescent St,40.75110165,-73.94073717,3221,47 Ave & 31 St,40.743,-73.93561,23966,Subscriber,1987,2
239,1/29/16,1/29/16 17:29,1/29/16 17:33,297,E 15 St & 3 Ave,40.734232,-73.986923,293,Lafayette St & E 8 St,40.73028666,-73.9907647,22200,Subscriber,1969,1
789,1/29/16,1/29/16 17:31,1/29/16 17:44,3142,1 Ave & E 62 St,40.7612274,-73.96094022,3148,E 84 St & 1 Ave,40.77565541,-73.95068615,15286,Subscriber,1960,1
368,1/29/16,1/29/16 17:33,1/29/16 17:40,519,Pershing Square North,40.751873,-73.977706,474,5 Ave & E 29 St,40.7451677,-73.98683077,17284,Subscriber,1990,2
526,1/29/16,1/29/16 17:34,1/29/16 17:42,446,W 24 St & 7 Ave,40.74487634,-73.99529885,345,W 13 St & 6 Ave,40.73649403,-73.99704374,20972,Subscriber,1977,1
409,1/29/16,1/29/16 17:36,1/29/16 17:43,417,Barclay St & Church St,40.71291224,-74.01020234,2008,Little West St & 1 Pl,40.70569254,-74.01677685,23244,Subscriber,1960,1
766,1/29/16,1/29/16 17:37,1/29/16 17:49,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,3230,Penn Station Valet,40.7512836,-73.99692446,21972,Subscriber,1960,1
331,1/29/16,1/29/16 17:37,1/29/16 17:43,3222,Hanson Pl & St Felix St,40.6851596,-73.97711366,258,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,22476,Subscriber,1972,1
207,1/29/16,1/29/16 17:40,1/29/16 17:43,426,West St & Chambers St,40.71754834,-74.01322069,328,Watts St & Greenwich St,40.72405549,-74.00965965,21241,Subscriber,1981,2
309,1/29/16,1/29/16 17:40,1/29/16 17:45,387,Centre St & Chambers St,40.71273266,-74.0046073,147,Greenwich St & Warren St,40.71542197,-74.01121978,16311,Subscriber,1986,1
714,1/29/16,1/29/16 17:45,1/29/16 17:57,250,Lafayette St & Jersey St,40.72456089,-73.99565293,417,Barclay St & Church St,40.71291224,-74.01020234,23685,Subscriber,1979,1
783,1/29/16,1/29/16 17:46,1/29/16 17:59,223,W 13 St & 7 Ave,40.73781509,-73.99994661,265,Stanton St & Chrystie St,40.72229346,-73.99147535,19982,Subscriber,1968,1
630,1/29/16,1/29/16 17:46,1/29/16 17:57,474,5 Ave & E 29 St,40.7451677,-73.98683077,523,W 38 St & 8 Ave,40.75466591,-73.99138152,15116,Subscriber,1967,1
909,1/29/16,1/29/16 17:49,1/29/16 18:04,430,York St & Jay St,40.7014851,-73.98656928,348,W Broadway & Spring St,40.72490985,-74.00154702,23504,Subscriber,1953,1
1829,1/29/16,1/29/16 17:51,1/29/16 18:21,519,Pershing Square North,40.751873,-73.977706,263,Elizabeth St & Hester St,40.71729,-73.996375,17363,Subscriber,1968,2
791,1/29/16,1/29/16 17:51,1/29/16 18:04,505,6 Ave & W 33 St,40.74901271,-73.98848395,457,Broadway & W 58 St,40.76695317,-73.98169333,14996,Subscriber,1983,1
220,1/29/16,1/29/16 17:52,1/29/16 17:55,518,E 39 St & 2 Ave,40.74780373,-73.9734419,527,E 33 St & 2 Ave,40.744023,-73.976056,15328,Subscriber,1978,1
426,1/29/16,1/29/16 17:55,1/29/16 18:02,402,Broadway & E 22 St,40.7403432,-73.98955109,379,W 31 St & 7 Ave,40.749156,-73.9916,21534,Subscriber,1964,1
320,1/29/16,1/29/16 17:55,1/29/16 18:01,494,W 26 St & 8 Ave,40.74734825,-73.99723551,458,11 Ave & W 27 St,40.751396,-74.005226,21551,Subscriber,1967,1
760,1/29/16,1/29/16 17:56,1/29/16 18:08,368,Carmine St & 6 Ave,40.73038599,-74.00214988,3230,Penn Station Valet,40.7512836,-73.99692446,23824,Subscriber,1960,1
484,1/29/16,1/29/16 17:56,1/29/16 18:04,505,6 Ave & W 33 St,40.74901271,-73.98848395,519,Pershing Square North,40.751873,-73.977706,20373,Subscriber,1973,1
434,1/29/16,1/29/16 17:58,1/29/16 18:05,303,Mercer St & Spring St,40.72362738,-73.99949601,330,Reade St & Broadway,40.71450451,-74.00562789,23952,Subscriber,1964,1
1202,1/29/16,1/29/16 17:59,1/29/16 18:20,72,W 52 St & 11 Ave,40.76727216,-73.99392888,484,W 44 St & 5 Ave,40.75500254,-73.98014437,15323,Subscriber,1978,1
238,1/29/16,1/29/16 18:02,1/29/16 18:06,446,W 24 St & 7 Ave,40.74487634,-73.99529885,482,W 15 St & 7 Ave,40.73935542,-73.99931783,16793,Subscriber,1978,1
95,1/29/16,1/29/16 18:03,1/29/16 18:04,143,Clinton St & Joralemon St,40.69239502,-73.99337909,157,Henry St & Atlantic Ave,40.69089272,-73.99612349,24015,Subscriber,1986,1
241,1/29/16,1/29/16 18:04,1/29/16 18:08,514,12 Ave & W 40 St,40.76087502,-74.00277668,508,W 46 St & 11 Ave,40.76341379,-73.99667444,19637,Subscriber,1993,2
564,1/29/16,1/29/16 18:07,1/29/16 18:16,520,W 52 St & 5 Ave,40.75992262,-73.97648516,2017,E 43 St & 2 Ave,40.75022392,-73.97121414,16859,Subscriber,1967,1
180,1/29/16,1/29/16 18:12,1/29/16 18:15,442,W 27 St & 7 Ave,40.746647,-73.993915,334,W 20 St & 7 Ave,40.74238787,-73.99726235,19572,Subscriber,1978,1
485,1/29/16,1/29/16 18:17,1/29/16 18:25,497,E 17 St & Broadway,40.73704984,-73.99009296,379,W 31 St & 7 Ave,40.749156,-73.9916,22060,Subscriber,1978,1
1039,1/29/16,1/29/16 18:19,1/29/16 18:37,2008,Little West St & 1 Pl,40.70569254,-74.01677685,2008,Little West St & 1 Pl,40.70569254,-74.01677685,24164,Subscriber,1982,1
259,1/29/16,1/29/16 18:25,1/29/16 18:29,2012,E 27 St & 1 Ave,40.739445,-73.976806,325,E 19 St & 3 Ave,40.73624527,-73.98473765,19703,Subscriber,1987,1
1494,1/29/16,1/29/16 18:25,1/29/16 18:50,225,W 14 St & The High Line,40.74195138,-74.00803013,379,W 31 St & 7 Ave,40.749156,-73.9916,14631,Subscriber,1983,2
920,1/29/16,1/29/16 18:25,1/29/16 18:40,435,W 21 St & 6 Ave,40.74173969,-73.99415556,519,Pershing Square North,40.751873,-73.977706,15342,Subscriber,1969,1
1358,1/29/16,1/29/16 18:28,1/29/16 18:51,263,Elizabeth St & Hester St,40.71729,-73.996375,3109,Banker St & Meserole Ave,40.72606,-73.95621,19818,Subscriber,1981,1
674,1/29/16,1/29/16 18:33,1/29/16 18:44,497,E 17 St & Broadway,40.73704984,-73.99009296,335,Washington Pl & Broadway,40.72903917,-73.99404649,23646,Subscriber,1990,1
396,1/29/16,1/29/16 18:33,1/29/16 18:40,368,Carmine St & 6 Ave,40.73038599,-74.00214988,382,University Pl & E 14 St,40.73492695,-73.99200509,23617,Subscriber,1966,1
947,1/29/16,1/29/16 18:34,1/29/16 18:50,368,Carmine St & 6 Ave,40.73038599,-74.00214988,474,5 Ave & E 29 St,40.7451677,-73.98683077,22799,Subscriber,1975,1
879,1/29/16,1/29/16 18:35,1/29/16 18:49,358,Christopher St & Greenwich St,40.73291553,-74.00711384,473,Rivington St & Chrystie St,40.72110063,-73.9919254,15259,Subscriber,1982,1
1298,1/29/16,1/29/16 18:35,1/29/16 18:57,82,St James Pl & Pearl St,40.71117416,-74.00016545,545,E 23 St & 1 Ave,40.736502,-73.97809472,18162,Subscriber,1963,1
381,1/29/16,1/29/16 18:43,1/29/16 18:49,494,W 26 St & 8 Ave,40.74734825,-73.99723551,523,W 38 St & 8 Ave,40.75466591,-73.99138152,21403,Subscriber,1987,1
428,1/29/16,1/29/16 18:47,1/29/16 18:55,312,Allen St & E Houston St,40.722055,-73.989111,308,St James Pl & Oliver St,40.71307916,-73.99851193,23442,Subscriber,1983,1
452,1/29/16,1/29/16 18:49,1/29/16 18:56,458,11 Ave & W 27 St,40.751396,-74.005226,446,W 24 St & 7 Ave,40.74487634,-73.99529885,16540,Subscriber,1975,1
298,1/29/16,1/29/16 18:51,1/29/16 18:56,3042,Fulton St & Utica Ave,40.6794268,-73.9298911,3052,Lewis Ave & Madison St,40.686312,-73.935775,14587,Subscriber,1988,1
456,1/29/16,1/29/16 18:54,1/29/16 19:01,329,Greenwich St & N Moore St,40.72043411,-74.01020609,376,John St & William St,40.70862144,-74.00722156,18288,Subscriber,1990,1
524,1/29/16,1/29/16 18:54,1/29/16 19:03,402,Broadway & E 22 St,40.7403432,-73.98955109,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,17986,Subscriber,1987,1
353,1/29/16,1/29/16 18:54,1/29/16 19:00,456,E 53 St & Madison Ave,40.7597108,-73.97402311,441,E 52 St & 2 Ave,40.756014,-73.967416,20738,Subscriber,1984,1
149,1/29/16,1/29/16 18:57,1/29/16 19:00,3002,South End Ave & Liberty St,40.711512,-74.015756,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,21287,Subscriber,1964,2
685,1/29/16,1/29/16 19:05,1/29/16 19:16,459,W 20 St & 11 Ave,40.746745,-74.007756,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,14877,Subscriber,1980,1
1273,1/29/16,1/29/16 19:07,1/29/16 19:28,2003,1 Ave & E 18 St,40.73381219,-73.98054421,152,Warren St & Church St,40.71473993,-74.00910627,21609,Subscriber,1972,1
790,1/29/16,1/29/16 19:12,1/29/16 19:25,410,Suffolk St & Stanton St,40.72066442,-73.98517977,325,E 19 St & 3 Ave,40.73624527,-73.98473765,24547,Subscriber,1992,2
867,1/29/16,1/29/16 19:12,1/29/16 19:26,497,E 17 St & Broadway,40.73704984,-73.99009296,388,W 26 St & 10 Ave,40.74971775,-74.00295035,22868,Subscriber,1963,1
1497,1/29/16,1/29/16 19:16,1/29/16 19:41,3224,W 13 St & Hudson St,40.73997354,-74.00513873,518,E 39 St & 2 Ave,40.74780373,-73.9734419,16145,Subscriber,1976,2
829,1/29/16,1/29/16 19:18,1/29/16 19:32,116,W 17 St & 8 Ave,40.74177603,-74.00149746,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,21485,Subscriber,1985,1
292,1/29/16,1/29/16 19:20,1/29/16 19:25,3155,Lexington Ave & E 63 St,40.76440023,-73.96648977,3132,E 59 St & Madison Ave,40.76350532,-73.97109243,18328,Subscriber,1967,1
801,1/29/16,1/29/16 19:23,1/29/16 19:36,450,W 49 St & 8 Ave,40.76227205,-73.98788205,509,9 Ave & W 22 St,40.7454973,-74.00197139,21646,Subscriber,1980,1
450,1/29/16,1/29/16 19:24,1/29/16 19:31,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,270,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,18811,Subscriber,1977,2
800,1/29/16,1/29/16 19:25,1/29/16 19:38,515,W 43 St & 10 Ave,40.76009437,-73.99461843,459,W 20 St & 11 Ave,40.746745,-74.007756,23318,Subscriber,1990,1
338,1/29/16,1/29/16 19:28,1/29/16 19:34,296,Division St & Bowery,40.71413089,-73.9970468,306,Cliff St & Fulton St,40.70823502,-74.00530063,23821,Subscriber,1989,1
564,1/29/16,1/29/16 19:30,1/29/16 19:39,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,440,E 45 St & 3 Ave,40.75255434,-73.97282625,21963,Subscriber,1977,1
1017,1/29/16,1/29/16 19:31,1/29/16 19:48,402,Broadway & E 22 St,40.7403432,-73.98955109,515,W 43 St & 10 Ave,40.76009437,-73.99461843,24159,Subscriber,1957,1
419,1/29/16,1/29/16 19:34,1/29/16 19:41,3222,Hanson Pl & St Felix St,40.6851596,-73.97711366,3049,Cambridge Pl & Gates Ave,40.68488,-73.96304,18322,Subscriber,1963,1
810,1/29/16,1/29/16 19:44,1/29/16 19:57,422,W 59 St & 10 Ave,40.770513,-73.988038,505,6 Ave & W 33 St,40.74901271,-73.98848395,23309,Subscriber,1979,1
246,1/29/16,1/29/16 19:49,1/29/16 19:53,493,W 45 St & 6 Ave,40.7568001,-73.98291153,519,Pershing Square North,40.751873,-73.977706,17436,Subscriber,1985,1
901,1/29/16,1/29/16 19:50,1/29/16 20:05,417,Barclay St & Church St,40.71291224,-74.01020234,532,S 5 Pl & S 4 St,40.710451,-73.960876,23557,Subscriber,1988,1
1104,1/29/16,1/29/16 19:56,1/29/16 20:14,3158,W 63 St & Broadway,40.77163851,-73.98261428,465,Broadway & W 41 St,40.75513557,-73.98658032,23220,Subscriber,1972,1
707,1/29/16,1/29/16 19:57,1/29/16 20:08,3057,Kosciuszko St & Tompkins Ave,40.69128258,-73.9452416,416,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,21140,Subscriber,1968,1
857,1/29/16,1/29/16 20:13,1/29/16 20:27,385,E 55 St & 2 Ave,40.75797322,-73.96603308,3126,44 Dr & Jackson Ave,40.74718234,-73.9432635,24072,Subscriber,1987,1
908,1/29/16,1/29/16 20:14,1/29/16 20:30,519,Pershing Square North,40.751873,-73.977706,3224,W 13 St & Hudson St,40.73997354,-74.00513873,17168,Subscriber,1986,1
229,1/29/16,1/29/16 20:17,1/29/16 20:20,330,Reade St & Broadway,40.71450451,-74.00562789,296,Division St & Bowery,40.71413089,-73.9970468,16565,Subscriber,1982,2
339,1/29/16,1/29/16 20:18,1/29/16 20:24,3093,N 6 St & Bedford Ave,40.71745169,-73.95850939,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,16578,Subscriber,1992,2
473,1/29/16,1/29/16 20:19,1/29/16 20:26,325,E 19 St & 3 Ave,40.73624527,-73.98473765,439,E 4 St & 2 Ave,40.7262807,-73.98978041,23272,Subscriber,1983,2
686,1/29/16,1/29/16 20:19,1/29/16 20:30,237,E 11 St & 2 Ave,40.73047309,-73.98672378,531,Forsyth St & Broome St,40.71893904,-73.99266288,22539,Subscriber,1986,1
283,1/29/16,1/29/16 20:20,1/29/16 20:25,439,E 4 St & 2 Ave,40.7262807,-73.98978041,504,1 Ave & E 15 St,40.73221853,-73.98165557,23774,Subscriber,1986,1
569,1/29/16,1/29/16 20:20,1/29/16 20:30,3097,N Henry St & Richardson St,40.71921585,-73.9424469,471,Grand St & Havemeyer St,40.71286844,-73.95698119,16747,Subscriber,1970,1
1430,1/29/16,1/29/16 20:26,1/29/16 20:50,448,W 37 St & 10 Ave,40.75660359,-73.9979009,237,E 11 St & 2 Ave,40.73047309,-73.98672378,20793,Subscriber,1987,2
68,1/29/16,1/29/16 20:30,1/29/16 20:31,265,Stanton St & Chrystie St,40.72229346,-73.99147535,312,Allen St & E Houston St,40.722055,-73.989111,23184,Subscriber,1954,1
804,1/29/16,1/29/16 20:35,1/29/16 20:49,382,University Pl & E 14 St,40.73492695,-73.99200509,439,E 4 St & 2 Ave,40.7262807,-73.98978041,21918,Subscriber,1989,2
4479,1/29/16,1/29/16 20:36,1/29/16 21:51,347,Greenwich St & W Houston St,40.728846,-74.008591,347,Greenwich St & W Houston St,40.728846,-74.008591,23516,Subscriber,1999,1
