tripduration,day,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
385,1/8/16,1/8/16 9:57,1/8/16 10:03,517,Pershing Square South,40.751581,-73.97791,2023,E 55 St & Lexington Ave,40.75968085,-73.97031366,23388,Subscriber,1962,1
232,1/8/16,1/8/16 9:58,1/8/16 10:02,308,St James Pl & Oliver St,40.71307916,-73.99851193,306,Cliff St & Fulton St,40.70823502,-74.00530063,21342,Subscriber,1974,2
1358,1/8/16,1/8/16 10:07,1/8/16 10:30,3151,E 81 St & York Ave,40.7728384,-73.94989233,3132,E 59 St & Madison Ave,40.76350532,-73.97109243,15044,Subscriber,1965,1
556,1/8/16,1/8/16 10:10,1/8/16 10:19,346,Bank St & Hudson St,40.73652889,-74.00618026,462,W 22 St & 10 Ave,40.74691959,-74.00451887,17639,Subscriber,1962,1
1474,1/8/16,1/8/16 10:12,1/8/16 10:37,502,Henry St & Grand St,40.714215,-73.981346,247,Perry St & Bleecker St,40.73535398,-74.00483091,23820,Subscriber,1965,2
513,1/8/16,1/8/16 10:14,1/8/16 10:23,523,W 38 St & 8 Ave,40.75466591,-73.99138152,508,W 46 St & 11 Ave,40.76341379,-73.99667444,16192,Subscriber,1974,1
167,1/8/16,1/8/16 10:15,1/8/16 10:18,307,Canal St & Rutgers St,40.71427487,-73.98990025,291,Madison St & Montgomery St,40.713126,-73.984844,17888,Customer,,0
339,1/8/16,1/8/16 10:16,1/8/16 10:21,465,Broadway & W 41 St,40.75513557,-73.98658032,474,5 Ave & E 29 St,40.7451677,-73.98683077,22333,Subscriber,1951,1
1466,1/8/16,1/8/16 10:18,1/8/16 10:43,168,W 18 St & 6 Ave,40.73971301,-73.99456405,486,Broadway & W 29 St,40.7462009,-73.98855723,22483,Subscriber,1969,1
237,1/8/16,1/8/16 10:18,1/8/16 10:22,469,Broadway & W 53 St,40.76344058,-73.98268129,3158,W 63 St & Broadway,40.77163851,-73.98261428,22665,Subscriber,1964,1
427,1/8/16,1/8/16 10:18,1/8/16 10:25,480,W 53 St & 10 Ave,40.76669671,-73.99061728,488,W 39 St & 9 Ave,40.75645824,-73.99372222,17582,Subscriber,1986,1
2152,1/8/16,1/8/16 10:20,1/8/16 10:56,297,E 15 St & 3 Ave,40.734232,-73.986923,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,21168,Subscriber,1950,1
506,1/8/16,1/8/16 10:22,1/8/16 10:31,174,E 25 St & 1 Ave,40.7381765,-73.97738662,445,E 10 St & Avenue A,40.72740794,-73.98142006,15826,Subscriber,1995,2
653,1/8/16,1/8/16 10:22,1/8/16 10:33,472,E 32 St & Park Ave,40.7457121,-73.98194829,500,Broadway & W 51 St,40.76228826,-73.98336183,24188,Subscriber,1991,1
215,1/8/16,1/8/16 10:24,1/8/16 10:27,505,6 Ave & W 33 St,40.74901271,-73.98848395,465,Broadway & W 41 St,40.75513557,-73.98658032,23749,Subscriber,1988,1
365,1/8/16,1/8/16 10:24,1/8/16 10:30,441,E 52 St & 2 Ave,40.756014,-73.967416,3155,Lexington Ave & E 63 St,40.76440023,-73.96648977,17322,Subscriber,1951,1
148,1/8/16,1/8/16 10:28,1/8/16 10:30,435,W 21 St & 6 Ave,40.74173969,-73.99415556,334,W 20 St & 7 Ave,40.74238787,-73.99726235,19798,Subscriber,1958,2
615,1/8/16,1/8/16 10:28,1/8/16 10:38,362,Broadway & W 37 St,40.75172632,-73.98753523,2012,E 27 St & 1 Ave,40.739445,-73.976806,22920,Subscriber,1971,1
302,1/8/16,1/8/16 10:28,1/8/16 10:33,415,Pearl St & Hanover Square,40.7047177,-74.00926027,306,Cliff St & Fulton St,40.70823502,-74.00530063,24339,Subscriber,1952,1
695,1/8/16,1/8/16 10:31,1/8/16 10:42,394,E 9 St & Avenue C,40.72521311,-73.97768752,168,W 18 St & 6 Ave,40.73971301,-73.99456405,22591,Subscriber,1992,2
552,1/8/16,1/8/16 10:33,1/8/16 10:42,2008,Little West St & 1 Pl,40.70569254,-74.01677685,387,Centre St & Chambers St,40.71273266,-74.0046073,23906,Subscriber,1967,1
299,1/8/16,1/8/16 10:33,1/8/16 10:38,152,Warren St & Church St,40.71473993,-74.00910627,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,14824,Subscriber,1974,2
587,1/8/16,1/8/16 10:34,1/8/16 10:44,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,497,E 17 St & Broadway,40.73704984,-73.99009296,17892,Subscriber,1963,1
572,1/8/16,1/8/16 10:42,1/8/16 10:52,530,11 Ave & W 59 St,40.771522,-73.990541,3161,W 76 St & Columbus Ave,40.78018397,-73.97728533,23284,Subscriber,1988,1
681,1/8/16,1/8/16 10:47,1/8/16 10:58,477,W 41 St & 8 Ave,40.75640548,-73.9900262,3223,E 55 St & 3 Ave,40.75899656,-73.96865398,22220,Subscriber,1968,1
897,1/8/16,1/8/16 10:50,1/8/16 11:05,503,E 20 St & Park Ave,40.73827428,-73.98751968,484,W 44 St & 5 Ave,40.75500254,-73.98014437,15203,Subscriber,1959,1
1317,1/8/16,1/8/16 10:52,1/8/16 11:14,315,South St & Gouverneur Ln,40.70355377,-74.00670227,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,24136,Subscriber,1978,1
503,1/8/16,1/8/16 10:53,1/8/16 11:02,335,Washington Pl & Broadway,40.72903917,-73.99404649,150,E 2 St & Avenue C,40.7208736,-73.98085795,17069,Subscriber,1977,1
203,1/8/16,1/8/16 10:56,1/8/16 10:59,346,Bank St & Hudson St,40.73652889,-74.00618026,127,Barrow St & Hudson St,40.73172428,-74.00674436,19804,Subscriber,1973,2
259,1/8/16,1/8/16 10:59,1/8/16 11:03,485,W 37 St & 5 Ave,40.75038009,-73.98338988,444,Broadway & W 24 St,40.7423543,-73.98915076,23241,Subscriber,1975,1
720,1/8/16,1/8/16 11:09,1/8/16 11:21,2023,E 55 St & Lexington Ave,40.75968085,-73.97031366,3163,Central Park West & W 68 St,40.7734066,-73.97782542,18153,Subscriber,1982,2
1024,1/8/16,1/8/16 11:13,1/8/16 11:30,515,W 43 St & 10 Ave,40.76009437,-73.99461843,518,E 39 St & 2 Ave,40.74780373,-73.9734419,19129,Subscriber,1982,1
236,1/8/16,1/8/16 11:18,1/8/16 11:22,228,E 48 St & 3 Ave,40.7546011,-73.97187886,2023,E 55 St & Lexington Ave,40.75968085,-73.97031366,22183,Subscriber,1954,1
785,1/8/16,1/8/16 11:20,1/8/16 11:33,3104,Kent Ave & N 7 St,40.72057658,-73.96150225,3092,Berry St & N 8 St,40.7190095,-73.95852515,23270,Subscriber,1979,1
8707,1/8/16,1/8/16 11:20,1/8/16 13:45,153,E 40 St & 5 Ave,40.75206231,-73.9816324,485,W 37 St & 5 Ave,40.75038009,-73.98338988,15815,Customer,,0
198,1/8/16,1/8/16 11:21,1/8/16 11:24,361,Allen St & Hester St,40.71605866,-73.99190759,473,Rivington St & Chrystie St,40.72110063,-73.9919254,24072,Subscriber,1985,2
514,1/8/16,1/8/16 11:26,1/8/16 11:34,492,W 33 St & 7 Ave,40.75019995,-73.99093085,528,2 Ave & E 31 St,40.74290902,-73.97706058,21100,Subscriber,1960,1
578,1/8/16,1/8/16 11:28,1/8/16 11:37,466,W 25 St & 6 Ave,40.74395411,-73.99144871,489,10 Ave & W 28 St,40.75066386,-74.00176802,15029,Subscriber,1971,1
682,1/8/16,1/8/16 11:35,1/8/16 11:46,488,W 39 St & 9 Ave,40.75645824,-73.99372222,546,E 30 St & Park Ave S,40.74444921,-73.98303529,15360,Subscriber,1985,1
491,1/8/16,1/8/16 11:35,1/8/16 11:43,394,E 9 St & Avenue C,40.72521311,-73.97768752,307,Canal St & Rutgers St,40.71427487,-73.98990025,21438,Subscriber,1980,1
485,1/8/16,1/8/16 11:42,1/8/16 11:50,519,Pershing Square North,40.751873,-73.977706,3132,E 59 St & Madison Ave,40.76350532,-73.97109243,17418,Subscriber,1954,1
694,1/8/16,1/8/16 11:43,1/8/16 11:54,435,W 21 St & 6 Ave,40.74173969,-73.99415556,485,W 37 St & 5 Ave,40.75038009,-73.98338988,23850,Subscriber,1958,1
607,1/8/16,1/8/16 11:43,1/8/16 11:54,384,Fulton St & Washington Ave,40.683048,-73.964915,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,15298,Subscriber,1986,2
1727,1/8/16,1/8/16 11:45,1/8/16 12:14,426,West St & Chambers St,40.71754834,-74.01322069,497,E 17 St & Broadway,40.73704984,-73.99009296,21468,Subscriber,1988,1
527,1/8/16,1/8/16 11:47,1/8/16 11:56,485,W 37 St & 5 Ave,40.75038009,-73.98338988,448,W 37 St & 10 Ave,40.75660359,-73.9979009,18482,Subscriber,1973,1
448,1/8/16,1/8/16 11:47,1/8/16 11:55,493,W 45 St & 6 Ave,40.7568001,-73.98291153,486,Broadway & W 29 St,40.7462009,-73.98855723,23485,Subscriber,1982,1
301,1/8/16,1/8/16 11:49,1/8/16 11:54,510,W 51 St & 6 Ave,40.7606597,-73.98042047,3235,E 41 St & Madison Ave,40.75216528,-73.97992194,23670,Subscriber,1990,1
1642,1/8/16,1/8/16 11:49,1/8/16 12:17,321,Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,387,Centre St & Chambers St,40.71273266,-74.0046073,21693,Customer,,0
2591,1/8/16,1/8/16 11:51,1/8/16 12:34,304,Broadway & Battery Pl,40.70463334,-74.01361706,530,11 Ave & W 59 St,40.771522,-73.990541,23195,Subscriber,1948,1
1339,1/8/16,1/8/16 11:55,1/8/16 12:17,439,E 4 St & 2 Ave,40.7262807,-73.98978041,517,Pershing Square South,40.751581,-73.97791,19406,Subscriber,1972,1
436,1/8/16,1/8/16 11:55,1/8/16 12:02,259,South St & Whitehall St,40.70122128,-74.01234218,3002,South End Ave & Liberty St,40.711512,-74.015756,22946,Subscriber,1960,1
576,1/8/16,1/8/16 11:56,1/8/16 12:05,3136,5 Ave & E 63 St,40.76650452,-73.97147595,173,Broadway & W 49 St,40.76068327,-73.98452729,20786,Subscriber,1965,1
825,1/8/16,1/8/16 11:58,1/8/16 12:12,447,8 Ave & W 52 St,40.76370739,-73.9851615,447,8 Ave & W 52 St,40.76370739,-73.9851615,22617,Subscriber,1967,2
592,1/8/16,1/8/16 11:59,1/8/16 12:09,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,346,Bank St & Hudson St,40.73652889,-74.00618026,20660,Subscriber,1996,1
2027,1/8/16,1/8/16 11:59,1/8/16 12:33,2010,Grand St & Greene St,40.72165481,-74.00234737,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,23256,Subscriber,1977,2
281,1/8/16,1/8/16 12:01,1/8/16 12:06,517,Pershing Square South,40.751581,-73.97791,546,E 30 St & Park Ave S,40.74444921,-73.98303529,14619,Subscriber,1973,2
401,1/8/16,1/8/16 12:02,1/8/16 12:08,415,Pearl St & Hanover Square,40.7047177,-74.00926027,259,South St & Whitehall St,40.70122128,-74.01234218,18562,Subscriber,1979,1
159,1/8/16,1/8/16 12:06,1/8/16 12:09,359,E 47 St & Park Ave,40.75510267,-73.97498696,167,E 39 St & 3 Ave,40.7489006,-73.97604882,24104,Subscriber,1987,1
451,1/8/16,1/8/16 12:09,1/8/16 12:17,3231,E 67 St & Park Ave,40.7678008,-73.96592081,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,22198,Subscriber,1958,1
1419,1/8/16,1/8/16 12:09,1/8/16 12:33,401,Allen St & Rivington St,40.72019576,-73.98997825,518,E 39 St & 2 Ave,40.74780373,-73.9734419,23400,Subscriber,1962,2
179,1/8/16,1/8/16 12:11,1/8/16 12:14,444,Broadway & W 24 St,40.7423543,-73.98915076,498,Broadway & W 32 St,40.74854862,-73.98808416,23106,Subscriber,1977,1
420,1/8/16,1/8/16 12:14,1/8/16 12:21,527,E 33 St & 2 Ave,40.744023,-73.976056,546,E 30 St & Park Ave S,40.74444921,-73.98303529,22167,Subscriber,1986,1
121,1/8/16,1/8/16 12:19,1/8/16 12:21,475,E 16 St & Irving Pl,40.73524276,-73.98758561,325,E 19 St & 3 Ave,40.73624527,-73.98473765,16988,Subscriber,1994,1
577,1/8/16,1/8/16 12:19,1/8/16 12:29,455,1 Ave & E 44 St,40.75001986,-73.96905301,492,W 33 St & 7 Ave,40.75019995,-73.99093085,22813,Subscriber,1960,1
492,1/8/16,1/8/16 12:20,1/8/16 12:28,517,Pershing Square South,40.751581,-73.97791,2023,E 55 St & Lexington Ave,40.75968085,-73.97031366,16051,Subscriber,1977,1
389,1/8/16,1/8/16 12:28,1/8/16 12:35,375,Mercer St & Bleecker St,40.72679454,-73.99695094,347,Greenwich St & W Houston St,40.728846,-74.008591,24195,Subscriber,1972,1
252,1/8/16,1/8/16 12:33,1/8/16 12:37,79,Franklin St & W Broadway,40.71911552,-74.00666661,417,Barclay St & Church St,40.71291224,-74.01020234,22640,Subscriber,1977,2
241,1/8/16,1/8/16 12:37,1/8/16 12:41,328,Watts St & Greenwich St,40.72405549,-74.00965965,276,Duane St & Greenwich St,40.71748752,-74.0104554,18753,Subscriber,1951,1
1502,1/8/16,1/8/16 12:38,1/8/16 13:03,3159,W 67 St & Broadway,40.77492513,-73.98266566,2017,E 43 St & 2 Ave,40.75022392,-73.97121414,14841,Subscriber,1973,2
3240,1/8/16,1/8/16 12:39,1/8/16 13:33,259,South St & Whitehall St,40.70122128,-74.01234218,153,E 40 St & 5 Ave,40.75206231,-73.9816324,15663,Customer,,0
163,1/8/16,1/8/16 12:41,1/8/16 12:43,412,Forsyth St & Canal St,40.7158155,-73.99422366,263,Elizabeth St & Hester St,40.71729,-73.996375,14578,Subscriber,1968,1
1050,1/8/16,1/8/16 12:41,1/8/16 12:59,325,E 19 St & 3 Ave,40.73624527,-73.98473765,153,E 40 St & 5 Ave,40.75206231,-73.9816324,23833,Subscriber,1971,1
988,1/8/16,1/8/16 12:44,1/8/16 13:01,420,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,420,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,23339,Subscriber,1951,1
159,1/8/16,1/8/16 12:46,1/8/16 12:48,174,E 25 St & 1 Ave,40.7381765,-73.97738662,536,1 Ave & E 30 St,40.74144387,-73.97536082,22949,Subscriber,1981,1
441,1/8/16,1/8/16 12:47,1/8/16 12:54,500,Broadway & W 51 St,40.76228826,-73.98336183,228,E 48 St & 3 Ave,40.7546011,-73.97187886,23298,Subscriber,1960,1
528,1/8/16,1/8/16 12:50,1/8/16 12:58,508,W 46 St & 11 Ave,40.76341379,-73.99667444,457,Broadway & W 58 St,40.76695317,-73.98169333,21334,Subscriber,1969,1
678,1/8/16,1/8/16 12:52,1/8/16 13:04,432,E 7 St & Avenue A,40.72621788,-73.98379855,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,24298,Subscriber,1971,1
1622,1/8/16,1/8/16 12:54,1/8/16 13:21,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,3170,W 84 St & Columbus Ave,40.78499979,-73.97283406,17238,Customer,,0
408,1/8/16,1/8/16 12:58,1/8/16 13:04,417,Barclay St & Church St,40.71291224,-74.01020234,308,St James Pl & Oliver St,40.71307916,-73.99851193,22191,Subscriber,1986,1
567,1/8/16,1/8/16 13:01,1/8/16 13:10,247,Perry St & Bleecker St,40.73535398,-74.00483091,435,W 21 St & 6 Ave,40.74173969,-73.99415556,22710,Subscriber,1980,2
626,1/8/16,1/8/16 13:03,1/8/16 13:14,509,9 Ave & W 22 St,40.7454973,-74.00197139,462,W 22 St & 10 Ave,40.74691959,-74.00451887,18610,Customer,,0
300,1/8/16,1/8/16 13:05,1/8/16 13:10,212,W 16 St & The High Line,40.74334935,-74.00681753,489,10 Ave & W 28 St,40.75066386,-74.00176802,16997,Subscriber,1972,1
425,1/8/16,1/8/16 13:09,1/8/16 13:16,439,E 4 St & 2 Ave,40.7262807,-73.98978041,285,Broadway & E 14 St,40.73454567,-73.99074142,23334,Subscriber,1971,1
342,1/8/16,1/8/16 13:12,1/8/16 13:18,500,Broadway & W 51 St,40.76228826,-73.98336183,524,W 43 St & 6 Ave,40.75527307,-73.98316936,19745,Subscriber,1970,1
314,1/8/16,1/8/16 13:14,1/8/16 13:19,79,Franklin St & W Broadway,40.71911552,-74.00666661,348,W Broadway & Spring St,40.72490985,-74.00154702,23857,Subscriber,1954,1
284,1/8/16,1/8/16 13:17,1/8/16 13:21,247,Perry St & Bleecker St,40.73535398,-74.00483091,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,15336,Subscriber,1975,1
1432,1/8/16,1/8/16 13:18,1/8/16 13:42,3141,1 Ave & E 68 St,40.76500525,-73.95818491,526,E 33 St & 5 Ave,40.74765947,-73.98490707,21443,Subscriber,1987,2
1460,1/8/16,1/8/16 13:19,1/8/16 13:43,518,E 39 St & 2 Ave,40.74780373,-73.9734419,3146,E 81 St & 3 Ave,40.77573034,-73.9567526,20771,Subscriber,1954,2
102,1/8/16,1/8/16 13:20,1/8/16 13:22,498,Broadway & W 32 St,40.74854862,-73.98808416,379,W 31 St & 7 Ave,40.749156,-73.9916,19728,Subscriber,1990,1
900,1/8/16,1/8/16 13:21,1/8/16 13:36,316,Fulton St & William St,40.70955958,-74.00653609,350,Clinton St & Grand St,40.71559509,-73.9870295,17130,Subscriber,1974,1
876,1/8/16,1/8/16 13:22,1/8/16 13:36,3233,E 48 St & 5 Ave,40.75724568,-73.97805914,518,E 39 St & 2 Ave,40.74780373,-73.9734419,23840,Subscriber,1984,1
766,1/8/16,1/8/16 13:25,1/8/16 13:38,3132,E 59 St & Madison Ave,40.76350532,-73.97109243,3138,E 77 St & Park Ave,40.77440546,-73.96175265,23863,Subscriber,1979,2
3164,1/8/16,1/8/16 13:28,1/8/16 14:21,3172,W 74 St & Columbus Ave,40.7785669,-73.97754961,3163,Central Park West & W 68 St,40.7734066,-73.97782542,19365,Customer,,0
706,1/8/16,1/8/16 13:32,1/8/16 13:43,442,W 27 St & 7 Ave,40.746647,-73.993915,497,E 17 St & Broadway,40.73704984,-73.99009296,22311,Subscriber,1947,1
214,1/8/16,1/8/16 13:39,1/8/16 13:42,493,W 45 St & 6 Ave,40.7568001,-73.98291153,477,W 41 St & 8 Ave,40.75640548,-73.9900262,22834,Subscriber,1970,1
224,1/8/16,1/8/16 13:39,1/8/16 13:43,379,W 31 St & 7 Ave,40.749156,-73.9916,466,W 25 St & 6 Ave,40.74395411,-73.99144871,23824,Subscriber,1983,1
429,1/8/16,1/8/16 13:41,1/8/16 13:48,247,Perry St & Bleecker St,40.73535398,-74.00483091,482,W 15 St & 7 Ave,40.73935542,-73.99931783,23413,Subscriber,1973,1
3750,1/8/16,1/8/16 13:44,1/8/16 14:46,3137,5 Ave & E 73 St,40.77282817,-73.96685276,3143,5 Ave & E 78 St,40.77682863,-73.96388769,21557,Customer,,0
1039,1/8/16,1/8/16 13:44,1/8/16 14:01,468,Broadway & W 55 St,40.7652654,-73.98192338,346,Bank St & Hudson St,40.73652889,-74.00618026,24366,Subscriber,1962,1
653,1/8/16,1/8/16 13:48,1/8/16 13:59,490,8 Ave & W 33 St,40.751551,-73.993934,476,E 31 St & 3 Ave,40.74394314,-73.97966069,23114,Subscriber,1983,2
268,1/8/16,1/8/16 13:49,1/8/16 13:53,355,Bayard St & Baxter St,40.71602118,-73.99974372,268,Howard St & Centre St,40.71910537,-73.99973337,16653,Subscriber,1977,1
3512,1/8/16,1/8/16 13:52,1/8/16 14:50,439,E 4 St & 2 Ave,40.7262807,-73.98978041,485,W 37 St & 5 Ave,40.75038009,-73.98338988,15149,Subscriber,1976,2
808,1/8/16,1/8/16 13:52,1/8/16 14:06,3151,E 81 St & York Ave,40.7728384,-73.94989233,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,22182,Subscriber,1991,1
413,1/8/16,1/8/16 13:53,1/8/16 14:00,492,W 33 St & 7 Ave,40.75019995,-73.99093085,493,W 45 St & 6 Ave,40.7568001,-73.98291153,21341,Subscriber,1957,1
244,1/8/16,1/8/16 13:54,1/8/16 13:58,446,W 24 St & 7 Ave,40.74487634,-73.99529885,435,W 21 St & 6 Ave,40.74173969,-73.99415556,17090,Subscriber,1965,2
203,1/8/16,1/8/16 13:54,1/8/16 13:58,153,E 40 St & 5 Ave,40.75206231,-73.9816324,533,Broadway & W 39 St,40.75299641,-73.98721619,14533,Subscriber,1941,1
1049,1/8/16,1/8/16 13:55,1/8/16 14:12,489,10 Ave & W 28 St,40.75066386,-74.00176802,450,W 49 St & 8 Ave,40.76227205,-73.98788205,22472,Subscriber,1987,2
255,1/8/16,1/8/16 13:56,1/8/16 14:01,433,E 13 St & Avenue A,40.72955361,-73.98057249,393,E 5 St & Avenue C,40.72299208,-73.97995466,23312,Subscriber,1990,2
930,1/8/16,1/8/16 13:56,1/8/16 14:12,505,6 Ave & W 33 St,40.74901271,-73.98848395,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,24122,Customer,,0
883,1/8/16,1/8/16 13:58,1/8/16 14:13,524,W 43 St & 6 Ave,40.75527307,-73.98316936,3162,W 78 St & Broadway,40.78339981,-73.98093133,23357,Subscriber,1969,1
526,1/8/16,1/8/16 14:00,1/8/16 14:09,147,Greenwich St & Warren St,40.71542197,-74.01121978,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,24299,Subscriber,1970,1
519,1/8/16,1/8/16 14:02,1/8/16 14:10,357,E 11 St & Broadway,40.73261787,-73.99158043,487,E 20 St & FDR Drive,40.73314259,-73.97573881,23855,Subscriber,1991,2
350,1/8/16,1/8/16 14:07,1/8/16 14:13,479,9 Ave & W 45 St,40.76019252,-73.9912551,362,Broadway & W 37 St,40.75172632,-73.98753523,23804,Subscriber,1965,1
402,1/8/16,1/8/16 14:08,1/8/16 14:15,238,Bank St & Washington St,40.7361967,-74.00859207,328,Watts St & Greenwich St,40.72405549,-74.00965965,15903,Subscriber,1975,1
508,1/8/16,1/8/16 14:11,1/8/16 14:19,530,11 Ave & W 59 St,40.771522,-73.990541,515,W 43 St & 10 Ave,40.76009437,-73.99461843,22843,Subscriber,1976,1
244,1/8/16,1/8/16 14:11,1/8/16 14:15,239,Willoughby St & Fleet St,40.69196566,-73.9813018,270,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,16003,Subscriber,1980,1
234,1/8/16,1/8/16 14:12,1/8/16 14:16,79,Franklin St & W Broadway,40.71911552,-74.00666661,330,Reade St & Broadway,40.71450451,-74.00562789,14650,Subscriber,1961,1
149,1/8/16,1/8/16 14:13,1/8/16 14:15,435,W 21 St & 6 Ave,40.74173969,-73.99415556,453,W 22 St & 8 Ave,40.74475148,-73.99915362,24133,Subscriber,1955,1
167,1/8/16,1/8/16 14:15,1/8/16 14:18,450,W 49 St & 8 Ave,40.76227205,-73.98788205,515,W 43 St & 10 Ave,40.76009437,-73.99461843,23685,Subscriber,1967,1
1289,1/8/16,1/8/16 14:15,1/8/16 14:37,285,Broadway & E 14 St,40.73454567,-73.99074142,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,23094,Subscriber,1955,1
469,1/8/16,1/8/16 14:23,1/8/16 14:30,519,Pershing Square North,40.751873,-73.977706,501,FDR Drive & E 35 St,40.744219,-73.97121214,23725,Subscriber,1955,1
663,1/8/16,1/8/16 14:25,1/8/16 14:36,3226,W 82 St & Central Park West,40.78275,-73.97137,3146,E 81 St & 3 Ave,40.77573034,-73.9567526,24095,Subscriber,1969,1
339,1/8/16,1/8/16 14:28,1/8/16 14:34,489,10 Ave & W 28 St,40.75066386,-74.00176802,488,W 39 St & 9 Ave,40.75645824,-73.99372222,22597,Subscriber,1965,1
276,1/8/16,1/8/16 14:31,1/8/16 14:35,533,Broadway & W 39 St,40.75299641,-73.98721619,474,5 Ave & E 29 St,40.7451677,-73.98683077,14533,Subscriber,1962,1
1299,1/8/16,1/8/16 14:36,1/8/16 14:57,300,Shevchenko Pl & E 7 St,40.728145,-73.990214,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,16043,Subscriber,1981,1
595,1/8/16,1/8/16 14:36,1/8/16 14:46,305,E 58 St & 3 Ave,40.76095756,-73.96724467,440,E 45 St & 3 Ave,40.75255434,-73.97282625,16865,Subscriber,1964,2
1106,1/8/16,1/8/16 14:39,1/8/16 14:58,174,E 25 St & 1 Ave,40.7381765,-73.97738662,3129,Queens Plaza North & Crescent St,40.75110165,-73.94073717,15075,Subscriber,1964,1
994,1/8/16,1/8/16 14:40,1/8/16 14:56,428,E 3 St & 1 Ave,40.72467721,-73.98783413,494,W 26 St & 8 Ave,40.74734825,-73.99723551,18922,Subscriber,1980,1
776,1/8/16,1/8/16 14:47,1/8/16 15:00,545,E 23 St & 1 Ave,40.736502,-73.97809472,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,20019,Subscriber,1965,2
843,1/8/16,1/8/16 14:47,1/8/16 15:01,519,Pershing Square North,40.751873,-73.977706,280,E 10 St & 5 Ave,40.73331967,-73.99510132,22149,Subscriber,1960,2
587,1/8/16,1/8/16 14:48,1/8/16 14:58,311,Norfolk St & Broome St,40.7172274,-73.98802084,249,Harrison St & Hudson St,40.71870987,-74.0090009,16782,Subscriber,1967,2
1301,1/8/16,1/8/16 14:48,1/8/16 15:10,412,Forsyth St & Canal St,40.7158155,-73.99422366,414,Pearl St & Anchorage Pl,40.70281858,-73.98765762,23976,Subscriber,1982,2
291,1/8/16,1/8/16 14:49,1/8/16 14:53,157,Henry St & Atlantic Ave,40.69089272,-73.99612349,391,Clark St & Henry St,40.69760127,-73.99344559,21438,Subscriber,1986,1
513,1/8/16,1/8/16 14:53,1/8/16 15:02,261,Johnson St & Gold St,40.69474881,-73.98362464,414,Pearl St & Anchorage Pl,40.70281858,-73.98765762,20367,Subscriber,1977,1
539,1/8/16,1/8/16 14:54,1/8/16 15:03,517,Pershing Square South,40.751581,-73.97791,545,E 23 St & 1 Ave,40.736502,-73.97809472,14891,Subscriber,1948,1
382,1/8/16,1/8/16 14:55,1/8/16 15:01,492,W 33 St & 7 Ave,40.75019995,-73.99093085,402,Broadway & E 22 St,40.7403432,-73.98955109,23439,Subscriber,1978,1
1218,1/8/16,1/8/16 14:55,1/8/16 15:15,3145,E 84 St & Park Ave,40.77862688,-73.95772073,468,Broadway & W 55 St,40.7652654,-73.98192338,22061,Subscriber,1983,1
430,1/8/16,1/8/16 14:56,1/8/16 15:03,484,W 44 St & 5 Ave,40.75500254,-73.98014437,515,W 43 St & 10 Ave,40.76009437,-73.99461843,21171,Subscriber,1985,1
1193,1/8/16,1/8/16 14:56,1/8/16 15:16,439,E 4 St & 2 Ave,40.7262807,-73.98978041,477,W 41 St & 8 Ave,40.75640548,-73.9900262,17947,Subscriber,1971,1
407,1/8/16,1/8/16 14:56,1/8/16 15:03,455,1 Ave & E 44 St,40.75001986,-73.96905301,3142,1 Ave & E 62 St,40.7612274,-73.96094022,23903,Subscriber,1970,1
1504,1/8/16,1/8/16 14:58,1/8/16 15:24,352,W 56 St & 6 Ave,40.76340613,-73.97722479,525,W 34 St & 11 Ave,40.75594159,-74.0021163,17913,Customer,,0
2127,1/8/16,1/8/16 15:05,1/8/16 15:41,405,Washington St & Gansevoort St,40.739323,-74.008119,3162,W 78 St & Broadway,40.78339981,-73.98093133,23602,Subscriber,1960,1
462,1/8/16,1/8/16 15:06,1/8/16 15:14,450,W 49 St & 8 Ave,40.76227205,-73.98788205,508,W 46 St & 11 Ave,40.76341379,-73.99667444,21384,Subscriber,1988,1
366,1/8/16,1/8/16 15:07,1/8/16 15:13,237,E 11 St & 2 Ave,40.73047309,-73.98672378,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,23109,Subscriber,1946,1
